"","taxan","gene.ID","t","N","S","dnds","dN","ds","NdN","SdS","lnl","taxa"
"1944","4","NC_006127_-_MTMR12_CDS","0.032","1531.4","556.6","0.7384","0.0099","0.0134","15.1","7.5","-4729.072646","ASI"
"1945","4","NC_006127_-_SLC46A2_CDS","0.239","935.7","402.3","0.1971","0.0358","0.1817","33.5","73.1","-3674.254636","ASI"
"1946","4","NC_006127_-_RPL17_CDS","0.023","401.4","150.6","1e-04","0","0.0277","0","4.2","-1096.302081","ASI"
"1947","4","NC_006127_-_LOC431653_CDS","0.763","56.1","21.9","1e-04","1e-04","0.9064","0","19.8","-223.321536","ASI"
"1948","4","NC_006127_-_CCDC112_CDS","0.444","733.5","220.5","0.3024","0.0966","0.3195","70.9","70.5","-2693.197911","ASI"
"1949","4","NC_006127_-_NSA2_CDS","0.013","579.7","200.3","1e-04","0","0.0173","0","3.5","-1599.08686","ASI"
"1950","4","NC_006127_-_GALT_CDS","0.471","710.7","321.3","0.0404","0.0187","0.4631","13.3","148.8","-2627.21111","ASI"
"1951","4","NC_006127_-_MTX3_CDS","0.024","607.3","223.7","0.0754","0.0019","0.0249","1.1","5.6","-1975.155993","ASI"
"1952","4","NC_006127_-_SUSD1_CDS","0.038","1132.5","418.5","0.222","0.0065","0.0293","7.4","12.2","-4238.524812","ASI"
"1953","4","NC_006127_-_KIAA1161_CDS","0.447","56.4","21.6","1e-04","1e-04","0.5376","0","11.6","-217.340944","ASI"
"1954","4","NC_006127_-_DCAF10_CDS","0.172","781.7","319.3","0.0549","0.0096","0.1745","7.5","55.7","-2426.513111","ASI"
"1955","4","NC_006127_-_SH3GL2_CDS","0.023","758","253","0.0472","0.0013","0.0273","1","6.9","-1985.484271","ASI"
"1956","4","NC_006127_-_LMBRD2_CDS","0.027","1505.6","558.4","1e-04","0","0.0336","0","18.8","-4246.657205","ASI"
"1957","4","NC_006127_-_SLC12A2_CDS","0.023","2258","862","0.0373","0.001","0.0257","2.2","22.2","-6610.245556","ASI"
"1958","4","NC_006127_-_NFIB_CDS","0.008","489","213","1e-04","0","0.0093","0","2","-1214.304914","ASI"
"1959","4","NC_006127_-_HINT1_CDS","0.03","265.2","112.8","0.4876","0.0075","0.0155","2","1.7","-814.436189","ASI"
"1960","4","NC_006127_-_SHB_CDS","0.059","515.5","204.5","999","0.0275","0","14.2","0","-2265.606319","ASI"
"1961","4","NC_006127_-_UGCG_CDS","0.022","802.4","286.6","0.051","0.0012","0.0238","1","6.8","-2088.272201","ASI"
"1962","4","NC_006127_-_MYO3AL_CDS","0.059","1056.9","434.1","0.2309","0.01","0.0432","10.5","18.8","-3605.313987","ASI"
"1963","4","NC_006127_-_TMEM246_CDS","0.035","819.6","365.4","4.7137","0.0156","0.0033","12.8","1.2","-3252.861699","ASI"
"1964","4","NC_006127_-_SYK_CDS","0.025","1337.4","468.6","0.1782","0.0038","0.0213","5.1","10","-4123.420452","ASI"
"1965","4","NC_006127_-_PRLR_CDS","0.032","1784.9","657.1","0.3167","0.0066","0.021","11.9","13.8","-6767.920375","ASI"
"1966","4","NC_006127_-_KIF27_CDS","0.026","1044.3","311.7","1.0526","0.0088","0.0083","9.2","2.6","-3910.53726","ASI"
"1967","4","NC_006127_-_NUP155_CDS","0.025","2904.8","1091.2","0.0536","0.0014","0.0263","4.1","28.7","-8570.529674","ASI"
"1968","4","NC_006127_-_RP11-195F19.29_CDS","0.109","646.3","301.7","0.4941","0.0273","0.0553","17.7","16.7","-2553.366192","ASI"
"1969","4","NC_006127_-_RAD1_CDS","0.035","605.5","237.5","0.0443","0.0017","0.0373","1","8.8","-2053.625252","ASI"
"1970","4","NC_006127_-_PDE4D_CDS","0.107","1422.6","539.4","0.0166","0.0021","0.1244","2.9","67.1","-3667.095232","ASI"
"1971","4","NC_006127_-_RGS7BP_CDS","0","362","145","24.5539","0","0","0","0","-1012.73122","ASI"
"1972","4","NC_006127_-_KIF2A_CDS","0.016","1525.6","511.4","1e-04","0","0.021","0","10.8","-3962.528917","ASI"
"1973","4","NC_006127_-_OSMR_CDS","0.063","714.3","263.7","999","0.0288","0","20.6","0","-3193.029073","ASI"
"1974","4","NC_006127_-_NAA35_CDS","0.017","1633","542","1e-04","0","0.0222","0","12","-4154.634481","ASI"
"1975","4","NC_006127_-_LOC427400_CDS","0.398","684.2","278.8","0.3125","0.0811","0.2596","55.5","72.4","-2876.06383","ASI"
"1976","4","NC_006127_-_MLANA_CDS","0.247","197.1","78.9","4.1443","0.1052","0.0254","20.7","2","-817.806324","ASI"
"1977","4","NC_006127_-_GNA14_CDS","0.043","561.9","194.1","999","0.0193","0","10.9","0","-1855.959735","ASI"
"1978","4","NC_006127_-_PLCXD3_CDS","0.119","637.2","229.8","0.0211","0.003","0.1408","1.9","32.4","-1775.122672","ASI"
"1979","4","NC_006127_-_SMN_CDS","0.048","568.2","208.8","0.5968","0.0135","0.0227","7.7","4.7","-2077.948211","ASI"
"1980","4","NC_006127_-_NADK2_CDS","0.048","597.5","200.5","0.0276","0.0016","0.0582","1","11.7","-1694.332061","ASI"
"1981","4","NC_006127_-_XRCC4_CDS","0.045","741.7","248.3","0.2812","0.0091","0.0324","6.8","8.1","-2883.542892","ASI"
"1982","4","NC_006127_-_KLF4_CDS","0.227","413.5","183.5","0.0574","0.0125","0.2176","5.2","39.9","-1364.516433","ASI"
"1983","4","NC_006127_-_RIC1_CDS","0.025","2959.9","1156.1","0.2089","0.0041","0.0196","12.1","22.7","-8810.143423","ASI"
"1984","4","NC_006127_-_VCAN_CDS","0.577","1363.3","520.7","0.0179","0.0119","0.6644","16.2","345.9","-4393.223226","ASI"
"1985","4","NC_006127_-_PRUNE2_CDS","0.05","5098.4","1765.6","0.6024","0.0143","0.0237","72.9","41.9","-21049.188142","ASI"
"1986","4","NC_006127_-_GNG10_CDS","0.022","93.1","44.9","999","0.0108","0","1","0","-314.163901","ASI"
"1987","4","NC_006127_-_TEK_CDS","0.036","2482.9","886.1","0.2358","0.0065","0.0277","16.2","24.5","-8018.555067","ASI"
"1988","4","NC_006127_-_LIFR_CDS","0.035","2380.4","853.6","0.7635","0.0108","0.0142","25.7","12.1","-8958.382001","ASI"
"1989","4","NC_006127_-_RICTOR_CDS","0.02","3661.1","1342.9","0.0527","0.0011","0.0217","4.2","29.2","-10020.739642","ASI"
"1990","4","NC_006127_-_LINGO2_CDS","0.023","1276.1","529.9","0.206","0.0036","0.0174","4.6","9.2","-3789.135377","ASI"
"1991","4","NC_006127_-_VPS13A_CDS","0.032","7087.9","2386.1","0.3733","0.0074","0.0198","52.3","47.2","-22483.359634","ASI"
"1992","4","NC_006127_-_NDUFS4_CDS","0.056","372.2","140.8","0.1843","0.0084","0.0456","3.1","6.4","-1165.910251","ASI"
"1993","4","NC_006127_-_RPL37_CDS","0.045","213.8","77.2","1e-04","0","0.0569","0","4.4","-567.454652","ASI"
"1994","4","NC_006127_-_TOPORS_CDS","0.048","2144.9","795.1","0.0919","0.0044","0.0476","9.4","37.9","-8324.254207","ASI"
"1995","4","NC_006127_-_CKMT2_CDS","0.029","900","357","1.7345","0.011","0.0063","9.9","2.3","-2999.226164","ASI"
"1996","4","NC_006127_-_POC5_CDS","0.296","1087.4","382.6","0.2936","0.0607","0.2066","66","79.1","-3976.037321","ASI"
"1997","4","NC_006127_-_RORB_CDS","0.036","987","387","0.1322","0.0043","0.0322","4.2","12.5","-2486.503559","ASI"
"1998","4","NC_006127_-_ERCC6L2_CDS","0.057","3227.8","1089.2","0.2863","0.0116","0.0407","37.6","44.3","-12000.756357","ASI"
"1999","4","NC_006127_-_RPP25L_CDS","0.026","382.9","160.1","0.2863","0.005","0.0175","1.9","2.8","-1283.104285","ASI"
"2000","4","NC_006127_-_PAPD4_CDS","0.259","1086.5","404.5","0.3256","0.0552","0.1695","60","68.6","-3609.24427","ASI"
"2001","4","NC_006127_-_SNX24_CDS","0.127","311.5","108.5","0.0201","0.0031","0.1546","1","16.8","-926.127152","ASI"
"2002","4","NC_006127_-_SLC14A2_CDS","0.014","822.5","344.5","5.9578","0.0061","0.001","5","0.4","-3129.866582","ASI"
"2003","4","NC_006127_-_WDR41_CDS","0.015","912.8","329.2","1.4241","0.0054","0.0038","5","1.3","-2876.854141","ASI"
"2004","4","NC_006127_-_NFIL3_CDS","0.022","990.5","347.5","0.0894","0.002","0.0225","2","7.8","-2649.554773","ASI"
"2005","4","NC_006127_-_COX7C_CDS","0.132","131.5","57.5","0.1317","0.0147","0.1115","1.9","6.4","-551.720659","ASI"
"2006","4","NC_006127_-_TESK1_CDS","0.087","904.1","415.9","0.0675","0.0054","0.0803","4.9","33.4","-3515.574334","ASI"
"2007","4","NC_006127_-_PSTPIP2_CDS","0.065","741","261","0.1815","0.0099","0.0547","7.4","14.3","-2419.252037","ASI"
"2008","4","NC_006127_-_TPM2_CDS","0.161","454.8","172.2","0.0105","0.002","0.1897","0.9","32.7","-1577.342388","ASI"
"2009","4","NC_006127_-_UHRF2_CDS","0.019","1804.9","640.1","0.109","0.002","0.0186","3.7","11.9","-4725.979371","ASI"
"2010","4","NC_006127_-_ZNF366_CDS","0.021","1569.1","605.9","0.1753","0.003","0.0169","4.7","10.3","-4968.597341","ASI"
"2011","4","NC_006127_-_FRMPD1_CDS","0.343","1348.7","535.3","0.3012","0.0689","0.2287","92.9","122.4","-5826.335045","ASI"
"2012","4","NC_006127_-_RNF180_CDS","0.041","906","318","0.7181","0.0124","0.0173","11.3","5.5","-3207.37851","ASI"
"2013","4","NC_006127_-_TMEM174_CDS","0.022","504.1","212.9","999","0.0103","0","5.2","0","-1994.188525","ASI"
"2014","4","NC_006127_-_TMEM167A_CDS","0","152.4","63.6","1e-04","0","0","0","0","-440.540997","ASI"
"2015","4","NC_006127_-_RP11-296A16.1_CDS","0.017","912.8","362.2","0.1644","0.0023","0.0141","2.1","5.1","-2950.229438","ASI"
"2016","4","NC_006127_-_EMB_CDS","0.346","542.7","177.3","0.3619","0.0803","0.222","43.6","39.4","-2365.914666","ASI"
"2017","4","NC_006127_-_IDNK_CDS","0.372","310.2","106.8","0.4773","0.0968","0.2028","30","21.7","-1190.050496","ASI"
"2018","4","NC_006127_-_SETBP1_CDS","0.035","2415.3","908.7","0.1352","0.0043","0.0315","10.3","28.6","-7398.42514","ASI"
"2019","4","NC_006127_-_ZFR_CDS","0.022","2206.3","850.7","0.0586","0.0013","0.0229","3","19.5","-6059.894045","ASI"
"2020","4","NC_006127_-_PRRC1_CDS","0.024","861.4","371.6","0.3328","0.005","0.0149","4.3","5.5","-3132.913731","ASI"
"2021","4","NC_006127_-_IDUA_CDS","0.048","1353.3","527.7","0.4387","0.0117","0.0267","15.9","14.1","-4867.879133","ASI"
"2022","4","NC_006127_-_PTBP3_CDS","0.245","1035.9","386.1","0.6475","0.0712","0.1099","73.7","42.4","-3536.902346","ASI"
"2023","4","NC_006127_-_TBC1D2_CDS","0.274","1624.3","550.7","0.083","0.024","0.2896","39.1","159.5","-6432.082257","ASI"
"2024","4","NC_006127_-_MEGF10_CDS","0.158","2395.1","994.9","0.0529","0.0084","0.159","20.1","158.2","-7522.880122","ASI"
"2025","4","NC_006127_-_SETD9_CDS","0.024","537.1","203.9","0.0778","0.0019","0.0244","1","5","-1989.096018","ASI"
"2026","4","NC_006127_-_CEP78_CDS","0.039","1634.7","570.3","0.4333","0.0098","0.0226","16","12.9","-5970.690312","ASI"
"2027","4","NC_006127_-_DCAF12_CDS","0.162","673.2","274.8","0.0164","0.0029","0.1794","2","49.3","-1981.928305","ASI"
"2028","4","NC_006127_-_HSPB3_CDS","0.008","291.1","113.9","999","0.0039","0","1.1","0","-1007.35942","ASI"
"2029","4","NC_006127_-_ZNF608_CDS","0.012","3263.3","1215.7","0.1068","0.0012","0.0114","4","13.8","-9021.442242","ASI"
"2030","4","NC_006127_-_SLCO4C1_CDS","0.031","1234.9","451.1","0.0584","0.0019","0.0331","2.4","14.9","-4283.986945","ASI"
"2031","4","NC_006127_-_RNF38_CDS","0.12","621.9","269.1","0.0068","9e-04","0.1308","0.6","35.2","-2618.893661","ASI"
"2032","4","NC_006127_-_SRFBP1_CDS","0.107","790.5","265.5","0.3528","0.0244","0.0691","19.3","18.3","-3286.034534","ASI"
"2033","4","NC_006127_-_SEMA4D_CDS","0.032","1869.2","689.8","0.1457","0.0041","0.0282","7.7","19.4","-6092.427806","ASI"
"2034","4","NC_006127_-_TMEM175_CDS","0.037","924.2","338.8","0.2028","0.006","0.0294","5.5","10","-2893.62128","ASI"
"2035","4","NC_006127_-_CDK7_CDS","0.21","656.7","225.3","0.0326","0.0082","0.2502","5.4","56.4","-2642.961041","ASI"
"2036","4","NC_006127_-_TMOD1_CDS","0.021","712.1","244.9","0.1389","0.0027","0.0197","1.9","4.8","-2147.165844","ASI"
"2037","4","NC_006127_-_ANKRD34B_CDS","0.278","1073.2","387.8","1.0785","0.0945","0.0877","101.5","34","-4410.618502","ASI"
"2038","4","NC_006127_-_CDC42SE2_CDS","0.187","180.9","71.1","0.0564","0.0109","0.1928","2","13.7","-479.908242","ASI"
"2039","4","NC_006127_-_CNTLN_CDS","0.298","1075.2","307.8","0.2072","0.0536","0.2586","57.6","79.6","-3929.299765","ASI"
"2040","4","NC_006127_-_SEPP1_CDS","0.081","576.7","209.3","0.3202","0.0172","0.0537","9.9","11.2","-2261.00043","ASI"
"2041","4","NC_006127_-_SIGLEC15_CDS","0.101","449.5","183.5","0.3514","0.0219","0.0623","9.8","11.4","-1861.210309","ASI"
"2042","4","NC_006127_-_PDE8B_CDS","0.02","1648.3","637.7","0.1296","0.0023","0.0179","3.8","11.4","-4889.245767","ASI"
"2043","4","NC_006127_-_RP11-145E5.5_CDS","0.061","242.4","75.6","1e-04","0","0.086","0","6.5","-680.785295","ASI"
"2044","4","NC_006127_-_ELAVL2_CDS","0.116","819.3","320.7","0.0609","0.0073","0.1192","5.9","38.2","-2180.065417","ASI"
"2045","4","NC_006127_-_PHAX_CDS","0.143","774.1","254.9","0.1913","0.0232","0.1213","18","30.9","-2649.055284","ASI"
"2046","4","NC_006127_-_TPGS2_CDS","0.038","633","240","0.0788","0.003","0.0386","1.9","9.3","-2048.569305","ASI"
"2047","4","NC_006127_-_PHF24_CDS","0.082","592.1","259.9","0.1681","0.0108","0.0645","6.4","16.8","-2183.887552","ASI"
"2048","4","NC_006127_-_RP11-598P20.5_CDS","0.023","697.2","250.8","0.4753","0.0058","0.0122","4.1","3.1","-2104.701437","ASI"
"2049","4","NC_006127_-_SHC3_CDS","0.032","1341.5","512.5","0.1571","0.0042","0.027","5.7","13.9","-4407.039629","ASI"
"2050","4","NC_006127_-_GRAMD3_CDS","0.031","771.6","272.4","0.9345","0.0101","0.0108","7.8","2.9","-2678.608591","ASI"
"2051","4","NC_006127_-_DMRT1_CDS","0.712","182.6","75.4","0.1713","0.0984","0.5743","18","43.3","-717.627483","ASI"
"2052","4","NC_006127_-_TMEM38B_CDS","0.032","547.3","211.7","0.1579","0.0042","0.0268","2.3","5.7","-2019.542205","ASI"
"2053","4","NC_006127_-_TMEM171_CDS","0.174","635.4","255.6","0.3337","0.0369","0.1106","23.5","28.3","-2548.638583","ASI"
"2054","4","NC_006127_-_SNX2_CDS","0.016","1070.4","375.6","0.2252","0.0027","0.0121","2.9","4.6","-2793.03738","ASI"
"2055","4","NC_006127_-_SKP2_CDS","0.023","890.9","342.1","0.4033","0.0055","0.0137","4.9","4.7","-3257.63444","ASI"
"2056","4","NC_006127_-_UBE2R2_CDS","0.034","335.7","138.3","1e-04","0","0.0386","0","5.3","-875.276035","ASI"
"2057","4","NC_006127_-_CD72AGL_CDS","0.321","443.4","192.6","0.6603","0.0926","0.1402","41","27","-2527.722089","ASI"
"2058","4","NC_006127_-_RFESD_CDS","0.128","233","82","0.1988","0.0208","0.1048","4.9","8.6","-849.00713","ASI"
"2059","4","NC_006127_-_RGMB_CDS","0.032","832.7","337.3","0.1371","0.0038","0.0279","3.2","9.4","-2817.040414","ASI"
"2060","4","NC_006127_-_FOXD1_CDS","0.334","302","133","0.4456","0.0808","0.1812","24.4","24.1","-1119.520879","ASI"
"2061","4","NC_006127_-_UTP15_CDS","0.042","1132.9","424.1","0.1168","0.0046","0.0394","5.2","16.7","-3918.228803","ASI"
"2062","4","NC_006127_-_RPS6_CDS","0.022","528.8","212.2","1e-04","0","0.0258","0","5.5","-1499.702836","ASI"
"2063","4","NC_006127_-_HAPLN1_CDS","0.029","752.9","306.1","781.4342","0.0137","0","10.3","0","-2482.356141","ASI"
"2064","4","NC_006127_-_MCTP1_CDS","0.123","1482.2","530.8","0.08","0.0102","0.127","15.1","67.4","-4135.836032","ASI"
"2065","4","NC_006127_-_CZH5ORF51_CDS","0.51","496.4","148.6","0.1895","0.0856","0.4519","42.5","67.2","-2068.882686","ASI"
"2066","4","NC_006127_-_SSBP2_CDS","0.026","729.7","290.3","0.0503","0.0013","0.0265","1","7.7","-1851.048306","ASI"
"2067","4","NC_006127_-_Metazoa_SRP_CDS","0.26","379.9","151.1","0.2551","0.0474","0.1856","18","28.1","-1463.371565","ASI"
"2068","4","NC_006127_-_LYRM7_CDS","0.18","242.1","75.9","0.1914","0.0298","0.1557","7.2","11.8","-896.213244","ASI"
"2069","6","NC_006127_-_AAED1_CDS","0.066","397.8","139.2","999","0.0296","0","11.8","0","-1338.81577","6"
"2070","6","NC_006127_-_CMYA5_CDS","0.112","4155.3","1415.7","1e-04","0","0.1468","0.1","207.9","-16577.084162","6"
"2071","6","NC_006127_-_CD274_CDS","0.469","613","212","0.2031","0.0778","0.3829","47.7","81.2","-2465.067054","6"
"2072","6","NC_006127_-_FAM172A_CDS","0.042","556.3","181.7","999","0.0185","0","10.3","0","-1459.581587","6"
"2073","6","NC_006127_-_DNAJC25_CDS","0.533","586.6","196.4","1e-04","1e-04","0.7076","0","139","-1751.01883","6"
"2074","6","NC_006127_-_ANKRD32_CDS","0.069","1989.5","692.5","851.2779","0.0309","0","61.4","0","-7483.537064","6"
"2075","6","NC_006127_-_ABHD17B_CDS","0.003","640.9","223.1","227.5962","0.0015","0","1","0","-1603.894664","6"
"2076","6","NC_006127_-_CNTFR_CDS","2.079","480.2","203.8","0.4786","0.5232","1.093","251.2","222.8","-1979.549497","6"
"2077","6","NC_006127_-_CD72AGL_CDS","0.074","443.4","192.6","1e-04","0","0.0816","0","15.7","-2527.722089","6"
"2078","6","NC_006127_-_FAM214B_CDS","0.237","931.7","433.3","1e-04","0","0.2492","0","108","-3324.367717","6"
"2079","6","NC_006127_-_DOCK8_CDS","0.469","4433.8","1647.2","0.0924","0.0427","0.4623","189.4","761.6","-14123.985994","6"
"2080","6","NC_006127_-_ANKRD34B_CDS","0.053","1073.2","387.8","160.7581","0.0238","1e-04","25.5","0.1","-4410.618502","6"
"2081","6","NC_006127_-_ACAA2_CDS","0","848.1","342.9","0.9875","0","0","0","0","-2872.396026","6"
"2082","6","NC_006127_-_CNTLN_CDS","0.285","1075.2","307.8","0.3913","0.0705","0.1802","75.8","55.5","-3929.299765","6"
"2083","6","NC_006127_-_CD72_CDS","0.356","427.5","172.5","1e-04","0","0.4131","0","71.3","-2312.443766","6"
"2084","6","NC_006127_-_FAM219A_CDS","0.006","348.8","149.2","352.5114","0.0028","0","1","0","-922.340452","6"
"2085","6","NC_006127_-_DYM_CDS","0.336","1438.8","568.2","1e-04","0","0.3955","0.1","224.7","-4284.247425","6"
"2086","6","NC_006127_-_ANKRD55_CDS","0.384","1371.1","548.9","0.2454","0.0681","0.2774","93.3","152.3","-4960.120216","6"
"2087","6","NC_006127_-_ACO1_CDS","0.032","1942.8","724.2","357.7613","0.0145","0","28.1","0","-6045.141642","6"
"2088","6","NC_006127_-_CNTNAP4_CDS","0.23","1586.7","573.3","1e-04","0","0.2891","0","165.7","-4743.374356","6"
"2089","6","NC_006127_-_CDC14B_CDS","0","1002","357","1.0601","0","0","0","0","-3098.743156","6"
"2090","6","NC_006127_-_FANCC_CDS","0.54","1206.2","455.8","0.476","0.1383","0.2906","166.8","132.4","-4437.486035","6"
"2091","6","NC_006127_-_EDIL3_CDS","0.355","1007.4","369.6","1e-04","0","0.4409","0","162.9","-2976.067742","6"
"2092","6","NC_006127_-_ANXA1_CDS","0","776.3","249.7","0.4677","0","0","0","0","-2486.58764","6"
"2093","6","NC_006127_-_ACOT12_CDS","0.456","1109.4","420.6","0.13","0.0535","0.4118","59.4","173.2","-4125.314352","6"
"2094","6","NC_006127_-_COL4A3BP_CDS","0.281","1117.6","403.4","1e-04","0","0.3537","0","142.7","-2880.599294","6"
"2095","6","NC_006127_-_CDC37L1_CDS","0.598","617.7","213.3","0.1703","0.0886","0.5205","54.8","111","-2009.792596","6"
"2096","6","NC_006127_-_FANCG_CDS","0.888","1237.5","565.5","0.2943","0.169","0.5744","209.2","324.8","-5435.410833","6"
"2097","6","NC_006127_-_EFNA5_CDS","0.026","313.4","130.6","999","0.0125","0","3.9","0","-806.132808","6"
"2098","6","NC_006127_-_AP3B1_CDS","0.143","1781.3","630.7","5.703","0.0607","0.0107","108.2","6.7","-5587.145525","6"
"2099","6","NC_006127_-_ADAMTS12_CDS","0.216","2339","883","1e-04","0","0.2621","0.1","231.4","-8853.41849","6"
"2100","6","NC_006127_-_CORO2A_CDS","0.027","1121.4","441.6","104.579","0.0127","1e-04","14.2","0.1","-4081.752442","6"
"2101","6","NC_006127_-_CDC42SE2_CDS","0.061","180.9","71.1","1e-04","0","0.0724","0","5.1","-479.908242","6"
"2102","6","NC_006127_-_FBN2_CDS","0.014","5755.1","2164.9","88.1893","0.0064","1e-04","36.7","0.2","-22145.986817","6"
"2103","6","NC_006127_-_ELAVL2_CDS","0.026","819.3","320.7","0.2629","0.0048","0.0181","3.9","5.8","-2180.065417","6"
"2104","6","NC_006127_-_APBA1_CDS","0.341","1786.2","682.8","1e-04","0","0.4112","0.1","280.8","-5136.889874","6"
"2105","6","NC_006127_-_ADAMTS19_CDS","0.276","2577.1","953.9","0.0738","0.021","0.2839","54","270.8","-7605.813701","6"
"2106","6","NC_006127_-_COX7C_CDS","0.37","131.5","57.5","1e-04","0","0.4051","0","23.3","-551.720659","6"
"2107","6","NC_006127_-_CDK7_CDS","0.294","656.7","225.3","1e-04","0","0.3838","0","86.5","-2642.961041","6"
"2108","6","NC_006127_-_FBP1_CDS","0.243","739","275","1e-04","0","0.2984","0","82","-2282.240398","6"
"2109","6","NC_006127_-_ELOVL7_CDS","0.342","611.4","225.6","1e-04","0","0.4224","0","95.3","-1864.998828","6"
"2110","6","NC_006127_-_APH1A_CDS","0","238.5","106.5","1e-04","0","0","0","0","-1442.343147","6"
"2111","6","NC_006127_-_ADAMTS6_CDS","0.026","2329.7","874.3","607.4373","0.0118","0","27.5","0","-6009.942204","6"
"2112","6","NC_006127_-_CREB3_CDS","0.22","643.3","283.7","1e-04","0","0.2391","0","67.8","-2905.316176","6"
"2113","6","NC_006127_-_CELF4_CDS","0.164","991.2","424.8","1e-04","0","0.1825","0","77.5","-2425.889013","6"
"2114","6","NC_006127_-_FBP2_CDS","0.052","745.6","274.4","999","0.0239","0","17.8","0","-2206.819523","6"
"2115","6","NC_006127_-_EMB_CDS","0.268","542.7","177.3","999","0.1184","1e-04","64.3","0","-2365.914666","6"
"2116","6","NC_006127_-_APTX_CDS","0.648","745.2","259.8","0.1814","0.0998","0.5499","74.3","142.9","-2744.3134","6"
"2117","6","NC_006127_-_ADAMTSL1_CDS","0.018","3099.1","1265.9","517.2466","0.0084","0","26","0","-10763.708286","6"
"2118","6","NC_006127_-_CRHBP_CDS","0.289","690.8","275.2","1e-04","0","0.3381","0","93.1","-2278.118967","6"
"2119","6","NC_006127_-_CENPK_CDS","0.151","611.9","174.1","1e-04","0","0.227","0","39.5","-2223.443415","6"
"2120","6","NC_006127_-_FBXL17_CDS","0.238","473.5","168.5","1e-04","0","0.3018","0","50.9","-1399.68768","6"
"2121","6","NC_006127_-_ENC1_CDS","0.008","1252.4","514.6","802.6285","0.0039","0","4.9","0","-3487.599368","6"
"2122","6","NC_006127_-_AQP3_CDS","0.462","614.9","261.1","0.142","0.055","0.3875","33.8","101.2","-2145.768896","6"
"2123","6","NC_006127_-_ADGRV1_CDS","0.52","12810.4","4622.6","0.1909","0.0817","0.4278","1046","1977.5","-43769.589657","6"
